"Time(s)"
13
23.6
34.7
46.2
66.1
76.4
92.7
103.4
114.7
129.9
141.3
153.4
165.4
177.2
191.8
222.5
234.9
246.4
305.9
317.5
328.6
340.1
351.6
380.4
391.3
402.9
414.8
447.3
460
470.7
501.4
512
530.4
540.9
551.3
562
572.5
584.8
599.3
641.5
651.6
663.5
685.8
695.9
707
718
729.2
750.9
761.3
774
787.2
804.3
857.2
869.6
908.1
919.4
984.7
995.4
1006.9
1044.1
1069
1093
1106
1128.4
1139.3
1165.3
1176.5
