Time(s),Cell 0,Cell 1,Cell 2,Cell 3,Cell 4,Cell 5,Cell 6
0,0.0031794,0.011102,-0.010717,0.019135,-0.013624,0.0053117,-0.0057969
0.1,0.0049075,0.0060135,-0.021948,0.013499,0.0020089,0.0037247,0.0022116
0.2,0.0078513,7.36E-05,-0.024585,0.013895,0.004564,0.0053351,0.0051516
0.3,0.008743,-0.0026716,-0.023832,0.014135,0.0056374,0.0050743,0.006763
0.4,0.0020279,-0.0045442,-0.014534,0.020197,-0.002683,0.0057935,0.0036471
0.5,0.0078701,-0.007025,-0.0077647,0.019551,-0.0082999,0.0089008,0.0032363
0.6,0.019024,-0.0059072,-0.0014941,0.025119,-0.011697,0.011039,0.0034585
0.7,0.023199,-0.0067239,0.00048126,0.027014,-0.01214,0.012082,0.003176
0.8,0.024926,-0.011288,-0.0016246,0.031269,-0.007169,0.011837,0.0020525
0.9,0.022745,-0.013932,-0.0046247,0.03144,-0.0046454,0.011289,0.0014663
1,0.019847,-0.018178,-0.0082119,0.030393,-0.0029805,0.009688,0.0012352
1.1,0.019669,-0.018834,-0.011929,0.029398,-0.0044011,0.011263,0.0020749
1.2,0.019153,-0.020391,-0.013275,0.031061,-0.0060724,0.012617,0.0015531
1.3,0.018978,-0.01987,-0.01315,0.030507,-0.0056736,0.012309,0.0016082
1.4,0.018559,-0.01722,-0.011747,0.028306,-0.004042,0.011317,0.0021668
1.5,0.017563,-0.015609,-0.011813,0.025958,-0.0020749,0.0098962,0.0028438
1.6,0.016118,-0.013277,-0.016985,0.021098,0.0062646,0.0067842,0.0061315
1.7,0.016505,-0.011237,-0.018827,0.020356,0.0062356,0.0049572,0.0070697
1.8,0.021905,-0.0069284,-0.014548,0.022577,0.006878,0.0056959,0.0082554
1.9,0.030149,-0.00093872,-0.013009,0.025354,0.0066182,0.011197,0.014757
2,0.033817,0.0016364,-0.011925,0.027335,0.0048231,0.014594,0.017588
2.1,0.035341,0.0038123,-0.011408,0.028059,0.0025336,0.016717,0.019244
2.2,0.034859,0.0052135,-0.012064,0.027477,-0.00067582,0.018052,0.017913
2.3,0.032795,0.0086257,-0.0131,0.025981,0.0021663,0.018601,0.019398
2.4,0.03219,0.0079054,-0.014341,0.024764,-0.00012764,0.020138,0.01747
2.5,0.030801,0.0082412,-0.015816,0.021348,-0.0012327,0.020146,0.017738
2.6,0.02858,0.0079596,-0.017716,0.01836,-0.0014066,0.019386,0.017306
2.7,0.024432,0.0077079,-0.020555,0.012983,-0.0010243,0.017145,0.016877
2.8,0.02361,0.0077196,-2.04E-02,0.012756,0.00058858,0.01503,0.016582
2.9,0.023241,0.0075319,-0.019536,0.01334,0.0026378,0.012592,0.01626
3,0.019077,0.0052071,-0.021131,0.014438,0.0078166,0.008668,0.012837
3.1,0.017303,0.0044994,-0.019669,0.014599,0.0093192,0.005469,0.012519
3.2,0.016685,0.0040568,-0.0192,0.014944,0.0096047,0.0048115,0.013018
3.3,0.015681,0.0032503,-0.018443,0.016137,0.0097732,0.0038615,0.012949
3.4,0.019288,0.0033799,-0.01832,0.019103,0.0093708,0.004504,0.01619
3.5,0.020187,0.0032843,-0.017255,0.025758,0.0048836,0.0047509,0.020549
3.6,0.02631,0.0032989,-0.020639,0.030835,0.013788,0.0023234,0.023621
3.7,0.031167,0.0053741,-0.023918,0.036084,0.016062,0.0064472,0.025897
3.8,0.033157,0.0059034,-0.024819,0.038415,0.016611,0.0088228,0.028368
3.9,0.034714,0.0060052,-0.024089,0.039132,0.016718,0.0056914,0.032807
4,0.034861,0.0061104,-0.023988,0.039013,0.014298,0.0050899,0.03719
4.1,0.034941,0.006191,-0.024035,0.038773,0.013675,0.0060159,0.037664
4.2,0.034225,0.0065163,-0.024227,0.038286,0.013365,0.010293,0.036171
4.3,0.033278,0.0067158,-2.37E-02,0.037496,0.011758,0.01115,0.036207
4.4,0.03244,0.0068216,-0.023178,0.036749,0.010793,0.011136,0.036621
4.5,0.032063,0.0067848,-2.24E-02,0.036375,0.0078606,0.0080995,0.038517
4.6,0.031329,0.0068512,-0.022096,0.03627,0.0059625,0.0080936,0.03882
4.7,0.02903,0.0064087,-0.021622,0.03685,0.0051286,0.0059855,0.039268
4.8,0.028318,0.007001,-0.021903,0.03572,0.0091231,0.0056493,0.037914
4.9,0.027467,0.007266,-0.022232,0.035027,0.0093153,0.0036999,0.037586
5,0.028268,0.0085232,-0.023132,0.033077,0.010826,0.0024097,0.036155
5.1,0.028726,0.009488,-0.023809,0.031696,0.011206,0.001159,0.035252
5.2,0.028017,0.0095728,-0.023964,0.030353,0.011166,0.0012184,0.035234
5.3,0.027408,0.0097251,-0.024011,0.029089,0.011026,0.00081667,0.03535
5.4,0.027064,0.010211,-2.40E-02,0.027867,0.010811,-0.00057532,0.035264
5.5,0.026333,0.010633,-2.40E-02,0.026389,0.010168,-0.0023895,0.034987
5.6,0.019604,0.0090228,-0.021231,0.026729,0.0035339,-0.0037412,0.037375
5.7,0.014947,0.0076361,-0.019608,0.026616,0.0016414,-0.0041572,0.034277
5.8,0.0061568,0.0039858,-0.017902,0.023248,-0.0012589,0.001982,0.038863
5.9,-0.0035301,0.0013939,-0.014363,0.023479,-0.0049577,-0.00067834,0.032286
6,-0.0058572,0.00068197,-0.012729,0.025048,-0.0058538,-0.0020713,0.029119
6.1,-0.012308,-3.22E-05,-0.0067982,0.0313,-0.0095746,-0.0066351,0.02106
6.2,-0.014784,-0.0017741,-0.0061519,0.033378,-0.010721,-0.01251,0.013659
6.3,-9.65E-03,0.0019478,-0.0060695,0.034173,-0.0094917,-0.014423,0.0050905
6.4,-0.010243,-0.0017391,-0.0056989,0.036138,-0.0088236,-0.011971,-0.0002378
6.5,-0.010354,-0.0038604,-4.23E-03,0.036942,-0.0087055,-0.0086165,-0.0054646
6.6,-0.016406,-0.0071356,-0.0030387,0.036729,-0.01085,-0.0074654,-0.0049453
6.7,-0.014589,-0.0019558,-0.01267,0.030701,-0.014738,0.002294,0.0038899
6.8,-0.015379,-0.0019367,-0.013657,0.028835,-0.014536,0.0030611,0.0067097
6.9,-0.016549,-0.0022882,-0.013236,0.028332,-0.013772,0.0032805,0.0062178
7,-0.018454,-0.0029217,-0.012416,0.028743,-0.012615,0.0025967,0.0027538
7.1,-0.024077,-0.0076067,-0.0037586,0.02907,-0.004372,-0.0036693,-0.0049072
7.2,-0.025244,-0.0079667,-0.003696,0.028399,-0.0034586,-0.0035031,-0.0051391
7.3,-0.025553,-0.0081997,-0.0033806,0.02845,-0.003137,-0.0029254,-0.0058041
7.4,-0.024371,-0.0086839,-0.0019768,0.030187,-0.0045077,-0.0019232,-0.0072437
7.5,-0.023374,-0.0091313,-0.00041835,0.031804,-0.0059771,-0.00096972,-0.0085004
7.6,-0.023328,-0.0085571,0.00013186,0.032709,-0.0071199,-0.00073432,-0.010184
7.7,-0.024449,-0.0084528,-0.00021539,0.031534,-0.0060405,-0.00038924,-0.0099413
7.8,-0.018087,-0.015161,0.0041417,0.026008,-0.013712,0.0038747,-0.0027887
7.9,0.0075568,-0.010458,0.011823,0.033533,-0.024228,0.013742,0.0052355
8,0.022292,-0.0042563,0.016271,0.043189,-0.029189,0.017657,0.006954
8.1,0.034661,-0.0078488,0.017564,0.04183,-0.033627,0.019635,-0.0060355
8.2,0.03414,-0.0069441,0.016592,0.042088,-0.034707,0.020543,-0.0060762
8.3,0.025614,0.00086654,0.011732,0.042068,-0.035353,0.022396,0.0058425
8.4,0.023243,0.001054,0.0078084,0.036998,-0.034209,0.023991,0.0078468
8.5,0.019971,-0.00037782,0.001822,0.030061,-0.033219,0.02558,0.0083701
8.6,0.018844,-0.00023682,-0.00061235,0.028111,-0.032992,0.026024,0.010321
8.7,0.020343,-0.001173,-0.0018514,0.027399,-0.033257,0.026399,0.0086547
8.8,0.022241,-0.0023891,-0.0028904,0.027383,-0.033592,0.026652,0.0058454
8.9,0.023152,-0.0022706,-0.0023664,0.028117,-0.033746,0.026745,0.0050965
9,0.022799,-0.0025605,-0.0017502,0.028016,-0.0338,0.026271,0.0045694
9.1,0.022856,-0.0050893,-0.0033959,0.028674,-0.035328,0.02494,0.0010961
9.2,0.022875,-0.0061181,-0.0031217,0.028587,-0.035264,0.024413,-0.00040044
9.3,0.021082,-0.0068437,-0.0029353,0.027523,-0.034634,0.023883,-0.000135
9.4,0.018375,-0.0057964,-0.0018071,0.024846,-0.03247,0.024003,0.0034917
9.5,0.014935,-0.0055916,-0.00237,0.022303,-0.031422,0.02311,0.0059795
9.6,0.014015,-0.0055003,-0.0017685,0.022071,-0.03125,0.022916,0.0065267
9.7,0.01424,-0.0057823,-0.0020913,0.021924,-0.031533,0.022851,0.0059715
9.8,0.009307,-0.0067653,-0.00014964,0.018394,-0.031694,0.021625,0.0061642
9.9,0.0063873,-0.0075647,0.0012476,0.018202,-0.030994,0.020797,0.0057261
10,0.0050748,-0.0085364,0.0019086,0.019569,-0.030022,0.019732,0.0048369
10.1,0.0042495,-0.0096836,0.0026998,0.02119,-0.029234,0.018472,0.0041514
10.2,0.0015415,-0.010497,0.0040705,0.02061,-0.029042,0.01719,0.0029873
10.3,-0.00036663,-0.010772,0.0044766,0.021107,-0.028094,0.016318,0.0018837
10.4,-0.0070946,-0.0124,0.0082719,0.024847,-0.027009,0.010987,0.00024346
10.5,-0.0056996,-0.014977,0.0089074,0.030293,-0.024117,0.0091913,0.00049843
10.6,-0.0053302,-0.015088,0.0078959,0.030335,-0.02303,0.0090003,7.12E-05
10.7,-0.0070348,-0.014656,0.0074162,0.028818,-0.022361,0.0090738,-0.00021445
10.8,-0.0090248,-1.42E-02,0.0073526,0.028991,-0.021326,0.008233,-0.0015717
10.9,-0.001373,-8.99E-03,0.0030231,0.020714,-0.028242,0.016767,-0.00094762
11,0.00068025,-0.0066828,0.0023739,0.018571,-0.03223,0.017772,-0.0027465
11.1,0.00070954,-0.0063692,0.0024198,0.019792,-0.032874,0.01766,-0.0036447
11.2,0.0033845,-0.0021812,-0.00051484,0.024294,-0.02931,0.010683,-0.0055191
11.3,-0.005115,0.0041516,-0.0028717,0.028858,-0.025533,0.007292,-0.012816
11.4,-0.0069704,-0.0012522,0.0054385,0.037525,-0.023183,0.003372,-0.016604
11.5,-0.012305,-0.0069583,0.010351,0.038802,-0.021404,0.0041401,-0.017155
11.6,-0.0084778,-0.011412,0.0099129,0.035745,-0.029975,0.0088118,-0.010564
11.7,-0.0080018,-0.011304,0.010337,0.034899,-0.029807,0.0087081,-0.009127
11.8,-0.0085598,-0.011392,0.010094,0.036732,-0.02938,0.0085823,-0.011204
11.9,-0.0018802,-0.0088934,0.0073073,0.03928,-0.030757,0.00814,-0.011869
12,-0.0038588,-0.0050447,0.0068478,0.040868,-0.026564,0.0038202,-0.017048
12.1,-0.0054108,-0.0032104,0.0069645,0.039184,-0.024605,0.0038172,-0.017267
12.2,-0.0040121,-0.0071517,0.0023928,0.039808,-0.020169,0.0084049,-0.016654
12.3,3.28E-03,-0.016958,-0.0071326,0.038663,-0.0088876,0.012667,-0.0075527
12.4,0.0029665,-0.027222,-0.012679,0.034968,0.00216,0.01451,0.00037618
12.5,0.00097836,-0.033799,-0.015721,0.032276,0.0089335,0.014182,0.0033322
12.6,-0.0011525,-0.036034,-0.019593,0.031866,0.011556,0.014957,0.00641
12.7,0.00068636,-0.037394,-0.01706,0.03657,0.011844,0.012833,0.00047465
12.8,0.0015922,-0.03715,-0.016725,0.0384,0.011663,0.012233,-0.001996
12.9,0.0017326,-0.036468,-0.016783,0.03861,0.012126,0.011268,-0.0036983
13,-0.00065679,-0.032267,-0.018311,0.035721,0.012798,0.0082465,-0.00037133
13.1,-0.0012596,-0.030325,-0.018265,0.034038,0.012681,0.0071972,-0.00096375
13.2,-0.0022641,-0.028391,-0.018103,0.032793,0.012591,0.0061973,-0.001712
13.3,-0.002712,-0.026975,-0.017863,0.032462,0.012698,0.0060008,-0.0021803
13.4,-0.0044393,-0.026353,-0.017667,0.031802,0.012728,0.0059625,-0.002399
13.5,-0.0070888,-0.025069,-0.017205,0.030411,0.012989,0.0056628,-0.0030031
13.6,-0.0073217,-0.024749,-0.017056,0.030075,0.012742,0.0053127,-0.0025793
13.7,-0.015,-0.026631,-0.014964,0.025684,0.011502,0.0051935,-0.00031462
13.8,-0.014684,-0.025964,-0.014632,0.024823,0.011363,0.0046714,-0.00034017
13.9,-0.0076018,-0.021877,-0.015912,0.028185,0.010325,0.0027013,-0.0017898
14,-0.0068512,-0.020975,-0.015665,0.027169,0.010655,0.0028779,-0.001119
14.1,-0.0072011,-0.020557,-0.015409,0.026941,0.010451,0.0027891,-0.001038
14.2,-0.0077687,-0.02017,-0.015295,0.026613,0.0096697,0.0023841,-0.00044828
14.3,-0.016257,-0.022811,-0.012494,0.022597,0.010496,0.0039889,-0.00042068
14.4,-0.016641,-0.022512,-0.012327,0.022415,0.010304,0.0038433,-0.00035138
14.5,-0.016725,-0.022037,-0.012205,0.022174,0.010115,0.0039191,-0.00029705
14.6,-0.016787,-0.02124,-0.011939,0.021817,0.0099181,0.0041584,-0.00024153
14.7,-0.0098249,-0.017019,-0.013584,0.025379,0.007866,0.0011147,-0.00017899
14.8,-0.0092227,-0.015624,-0.013475,0.026093,0.0070514,3.32E-05,-0.000659
14.9,-0.0087571,-0.013902,-0.013343,0.026864,0.0060423,-0.00095721,-0.0010412
