"Time(s)"
21.2
36.5
49.4
63.7
73.8
85.2
96.3
107.3
118.4
129.8
145.8
157
182
195.4
207.3
218.4
234.9
246.1
257.3
269.8
280.8
291.9
303
314
325.3
336.1
352.2
363.7
374.7
386.4
397.6
411.3
422.5
434.2
447.2
459
471.8
484.7
527
538.2
549.4
560.6
572.5
583.7
594.8
605.9
617.3
668
683.9
765.9
778.7
789.8
915.2
929
942.6
954.8
966.1
977.6
989
1008.2
1024.6
1042.8
1056.4
1118.3
1130.5
1141.6
1153.8
1165.1
1184.9
