"Time(s)"
25.1
46.6
74.6
108.5
123.3
147.4
157.8
171.3
221.7
231.9
242.8
254.8
271.3
332.8
343.5
360.9
394.8
405
416.1
428.4
469.9
481.1
491.4
502.6
514
534.3
544.9
563
669.7
681.7
763.6
776.2
875.2
887.8
899.3
988.9
999.2
