"Time(s)"
42.2
52.6
67.8
115.4
133.3
148.7
158.9
169.6
179.8
190.8
210
231.2
264.2
288.3
306.4
325.3
348.2
363.7
374.2
403.4
424.8
437
447.8
483.2
498.2
509.1
520.4
540.5
554.8
565.3
575.7
598.4
608.5
628.4
639.3
654.3
678.3
693.6
713.2
732.1
747.1
775.9
797.2
823
866.8
883.5
896.1
909.6
924
939.5
958.8
969.5
979.6
1008.6
1064.1
1079.6
1150.3
1161.5
1187.8
