Time(s),Cell 0,Cell 1,Cell 2,Cell 3,Cell 4,Cell 5,Cell 6
0,-0.085814,0.035299,-0.0605,0.033587,-0.0079571,0.056027,-0.015908
0.1,-0.085871,0.037818,-0.059713,0.030071,-0.0087981,0.056772,-0.0091642
0.2,-0.085388,0.038209,-0.057349,0.029609,-0.0059407,0.05787,-0.0011619
0.3,-0.084672,0.038227,-0.056058,0.028008,-0.0058867,0.055712,0.001218
0.4,-0.083873,0.03755,-0.054657,0.026184,-0.0074191,0.052262,0.0016515
0.5,-0.082647,0.036131,-0.054766,0.026456,-0.0088779,0.046558,-0.0010769
0.6,-0.08246,0.035345,-0.05115,0.024241,-0.008584,0.044818,-0.0028089
0.7,-0.082562,0.033875,-0.04733,0.022582,-0.0083304,0.044489,-0.0031356
0.8,-0.082922,0.032102,-0.043795,0.022486,-0.0084062,0.043981,-0.0042907
0.9,-0.083545,0.030305,-0.040842,0.022752,-0.0083847,0.04416,-0.005132
1,-0.084123,0.028861,-0.039363,0.023046,-0.008055,0.04537,-0.0050285
1.1,-0.084861,0.027981,-0.039291,0.023623,-0.007271,0.044444,-0.0098605
1.2,-0.085542,0.027123,-0.039884,0.02406,-0.0056438,0.043869,-0.014069
1.3,-0.085761,0.026945,-0.044006,0.022107,0.0016149,0.045,-0.015831
1.4,-0.085075,0.026882,-0.043114,0.023205,0.0054491,0.046845,-0.012703
1.5,-0.084087,0.026682,-0.042523,0.023311,0.0063375,0.048694,-0.0054928
1.6,-0.08348,0.028097,-0.042905,0.020744,0.0077319,0.048864,-0.001758
1.7,-0.083891,0.033049,-0.041317,0.013403,0.0062132,0.043808,-0.0096759
1.8,-0.084102,0.034694,-0.042167,0.0069354,0.0078456,0.044222,-0.0083004
1.9,-0.08429,0.034395,-0.043565,0.0030703,0.0098199,0.04457,-0.0087934
2,-0.084676,0.032002,-0.041715,0.0024454,0.0064597,0.043692,-0.0094839
2.1,-0.084823,0.029737,-0.039429,0.003178,0.0056343,0.044301,-0.0091541
2.2,-0.085231,0.025624,-0.034755,0.0069464,0.0031183,0.044911,-0.010963
2.3,-0.085092,0.02237,-0.031463,0.0096893,0.0060998,0.047746,-0.0091954
2.4,-0.08499,0.021516,-0.028779,0.011719,0.01029,0.049194,-0.0089964
2.5,-0.086689,0.021479,-0.026971,0.016523,0.011003,0.046044,-0.016557
2.6,-0.087432,0.022166,-0.026048,0.018038,0.013617,0.045108,-0.016881
2.7,-0.086748,0.021188,-0.024183,0.018689,0.016097,0.046633,-0.0080786
2.8,-0.085538,0.021941,-0.023373,0.015722,0.015127,0.045221,-0.0046494
2.9,-0.084175,0.022664,-0.023007,0.013592,0.012411,0.04281,-0.004801
3,-0.083075,0.02367,-0.022927,0.011329,0.010122,0.040255,-0.0055481
3.1,-0.081877,0.027322,-0.021579,0.0087503,0.0081219,0.037309,-0.010303
3.2,-0.082576,0.026867,-0.01919,0.010722,0.0085954,0.038415,-0.0057855
3.3,-0.082817,0.027384,-0.019523,0.0083252,0.0077343,0.039285,-0.002575
3.4,-0.08254,0.025882,-0.021455,0.0064717,0.0030098,0.038775,-0.00067414
3.5,-0.082519,0.025912,-0.022572,0.0061587,0.00036151,0.0368,-0.0019969
3.6,-0.082983,0.02522,-0.022048,0.0080501,0.00038871,0.034527,-0.0029216
3.7,-0.084005,0.025674,-0.020725,0.0092145,0.004113,0.033141,-0.0027963
3.8,-0.083905,0.023282,-0.020961,0.0090411,0.0033718,0.032254,-0.0019514
3.9,-0.083589,0.021286,-0.020934,0.0085519,0.0030331,0.031421,-0.0011815
4,-0.083204,0.018207,-0.021946,0.0076926,0.0024808,0.031404,-0.00033912
4.1,-0.080935,0.016989,-0.020374,0.0058394,0.0031123,0.030337,-0.0025493
4.2,-0.078598,0.01811,-0.017014,0.0074209,0.0037086,0.030242,-0.0037319
4.3,-0.076306,0.019346,-0.016597,0.0073993,0.0026262,0.028986,-0.0020506
4.4,-0.075809,0.019589,-0.017036,0.0087551,0.0026537,0.027639,-0.0020081
4.5,-0.075888,0.019548,-0.01694,0.010715,0.0042524,0.026969,-0.0022614
4.6,-0.077749,0.018466,-0.021438,0.012152,0.0063399,0.02505,-0.0023425
4.7,-0.078017,0.018764,-2.27E-02,0.01293,0.0068893,0.024018,-0.0016331
4.8,-0.078505,0.01932,-0.024372,0.014353,0.0075069,0.023219,-0.0014143
4.9,-0.077559,0.022757,-0.028021,0.014369,0.0075624,0.024311,-0.0015752
5,-0.076321,0.025433,-3.07E-02,0.015916,0.0071233,0.025553,-0.0020705
5.1,-0.07479,0.027968,-3.33E-02,0.015774,0.0072862,0.026807,-0.0035353
5.2,-0.073444,0.029893,-3.63E-02,0.011653,0.0079646,0.027698,-0.0038357
5.3,-0.069407,0.0316,-3.80E-02,0.011353,0.0084555,0.030866,-0.0049757
5.4,-0.065145,0.032852,-0.03586,0.018023,0.013385,0.034922,-0.0063323
5.5,-0.061729,0.031309,-3.26E-02,0.024903,0.013549,0.039038,-0.0063086
5.6,-0.059329,0.030725,-3.06E-02,0.027482,0.01117,0.040815,-0.0064539
5.7,-0.056765,0.029134,-0.03131,0.024916,0.010948,0.041737,-0.0025903
5.8,-0.055535,0.028176,-0.03184,0.023313,0.0086848,0.040215,-0.0023144
5.9,-0.054796,0.027507,-0.032232,0.02149,0.0060574,0.038247,-0.0024468
6,-0.053902,0.026851,-0.03214,0.018891,0.0032847,0.034835,-0.0032504
6.1,-0.05379,0.027066,-0.033354,0.016907,-0.0029004,0.029758,-0.0062603
6.2,-0.053357,0.026829,-0.029673,0.016492,-0.0094492,0.027742,-0.0064589
6.3,-0.051743,0.025205,-0.027767,0.0176,-0.0089797,0.027599,-0.0077538
6.4,-0.049972,0.023765,-0.026162,0.017008,-0.0097019,0.025726,-0.0082461
6.5,-0.045919,0.021104,-0.024761,0.01629,-0.011258,0.025097,-0.0042111
6.6,-0.043566,0.019388,-0.024047,0.01586,-0.0098401,0.024648,-0.0039997
6.7,-0.043373,0.019275,-0.023467,0.013567,-0.0089207,0.021717,-0.0033423
6.8,-0.041739,0.019073,-0.023168,0.0121,-0.0084899,0.020766,-0.0019171
6.9,-0.039547,0.019002,-0.023021,0.010994,-0.0081229,0.020292,-0.00064438
7,-0.036375,0.018896,-0.02243,0.010337,-0.0079285,0.020243,0.0011453
7.1,-0.030684,0.018292,-0.025175,0.0071639,-0.0093961,0.020655,0.004549
7.2,-0.026193,0.018967,-0.022735,0.0058376,-0.011648,0.019796,0.0089639
7.3,-0.023421,0.019389,-0.02201,0.0054928,-0.011395,0.019756,0.010645
7.4,-0.018278,0.020992,-0.01854,0.0025006,-0.010816,0.018743,0.014065
7.5,-0.016068,0.021406,-0.018134,0.0022468,-0.009696,0.01876,0.014859
7.6,-0.014164,0.02179,-0.017344,0.0019903,-0.0086911,0.018839,0.015625
7.7,-0.011844,0.022426,-0.015809,0.0016638,-0.0077818,0.01898,0.01701
7.8,-0.0069158,0.024001,-1.08E-02,0.00070259,-0.0077623,0.019444,0.021454
7.9,-0.0024508,0.025406,-4.85E-03,-0.0025857,-0.0080356,0.017671,0.025834
8,-0.00036914,0.026107,-0.0036933,-0.0018649,-0.0068027,0.017311,0.026945
8.1,0.00090704,0.026133,-3.61E-03,-0.0016822,-0.0057407,0.017787,0.026677
8.2,0.0045559,0.025117,-2.37E-03,-0.0026142,-0.002772,0.019747,0.026302
8.3,0.0041618,0.024426,-3.45E-03,-0.0037117,-0.0022066,0.020617,0.025058
8.4,0.0034404,0.023605,-1.09E-02,0.0029208,0.0048745,0.021932,0.02006
8.5,0.0030855,0.020701,-0.011443,0.0054167,0.0067704,0.027657,0.01655
8.6,0.0058195,0.017775,-0.012519,0.014911,0.0026293,0.033006,0.015588
8.7,0.0057159,0.016636,-0.013035,0.017876,0.00037774,0.033161,0.015457
8.8,0.0065934,0.017525,-0.011416,0.018496,-0.0057233,0.031805,0.017526
8.9,0.0052511,0.015599,-0.010341,0.019154,-0.0095309,0.028732,0.018563
9,0.00074321,0.010728,-0.014861,0.018145,-0.011171,0.021826,0.017711
9.1,-0.0013375,0.0077008,-0.016924,0.01945,-0.011428,0.020038,0.017783
9.2,-0.0027157,0.0056401,-1.86E-02,0.022292,-0.011401,0.019895,0.01788
9.3,-0.0031033,0.0035278,-1.99E-02,0.02446,-0.011934,0.01928,0.018521
9.4,-0.0042665,0.0021034,-0.021102,0.02602,-0.012033,0.020384,0.018983
9.5,-0.0068245,0.0010112,-0.020505,0.026693,-0.018643,0.020192,0.02273
9.6,-0.0091807,0.00090041,-0.019929,0.027306,-0.022774,0.023074,0.027534
9.7,-0.010327,0.00099634,-0.020062,0.028639,-0.024839,0.025482,0.031246
9.8,-0.011003,0.00073064,-0.021542,0.029183,-0.025245,0.027129,0.033915
9.9,-0.0097497,0.00089075,-0.024331,0.03023,-0.024619,0.028255,0.039986
10,-0.0095896,-0.00043376,-0.028396,0.02852,-0.025316,0.031152,0.040795
10.1,-0.0084293,-0.001547,-0.032681,0.026838,-0.024923,0.033363,0.040305
10.2,-0.0075635,-0.0023949,-0.036433,0.025047,-0.026097,0.033787,0.042813
10.3,-0.0056936,-0.0025919,-0.038771,0.023233,-0.027267,0.034519,0.043391
10.4,-0.0039398,-0.0025129,-0.040613,0.021588,-0.028393,0.035293,0.04391
10.5,-0.002416,-0.0022529,-0.041278,0.019763,-0.029253,0.036342,0.044809
10.6,0.0018406,-0.0034977,-0.043197,0.016688,-0.030655,0.037673,0.044114
10.7,0.0032444,-0.0033634,-0.04355,0.016295,-0.03111,0.037571,0.043307
10.8,0.0055193,-0.0033436,-0.044973,0.016283,-0.031942,0.036537,0.04076
10.9,0.0059165,-0.0034212,-0.044689,0.016486,-0.031756,0.036167,0.040307
11,0.0065997,-0.0034819,-0.044332,0.016525,-0.031517,0.036098,0.039433
11.1,0.0079037,-0.0029782,-0.042628,0.016783,-0.030366,0.036872,0.036798
11.2,0.008925,-0.0026593,-0.041747,0.015921,-0.031508,0.037163,0.03272
11.3,0.0093724,-0.0025693,-0.040742,0.016149,-0.031496,0.036441,0.032116
11.4,0.011022,-0.0030177,-0.039552,0.015688,-0.031114,0.034459,0.032612
11.5,0.012609,-0.0032216,-0.038815,0.015394,-0.030687,0.032978,0.032436
11.6,0.014429,-0.0033672,-0.037768,0.016012,-0.031063,0.031876,0.032646
11.7,0.017979,-0.0044695,-0.034998,0.016383,-0.03095,0.027426,0.035282
11.8,0.018044,-0.0045103,-0.034838,0.014528,-0.029505,0.026529,0.034427
11.9,0.01909,-0.0044727,-0.034447,0.013571,-0.028806,0.026185,0.032427
12,0.021416,-0.0029608,-0.035644,0.011382,-0.027996,0.02781,0.028596
12.1,0.022826,-0.0017682,-0.034963,0.013715,-0.027691,0.030227,0.02688
12.2,0.023456,-0.0015646,-0.033602,0.015259,-0.026834,0.030675,0.028405
12.3,0.023707,-0.0013078,-0.032601,0.017027,-0.026805,0.031577,0.028624
12.4,0.022149,-0.001087,-0.031984,0.020216,-0.028387,0.032372,0.026392
12.5,0.022149,-0.00089989,-0.03153,0.021363,-0.029005,0.033675,0.024671
12.6,0.020781,-0.002665,-0.030454,0.021193,-0.029848,0.03517,0.022522
12.7,0.019481,-0.0046216,-0.029499,0.020963,-0.030046,0.035163,0.021971
12.8,0.016741,-0.0041461,-0.03087,0.021672,-0.02655,0.033455,0.020817
12.9,0.015285,-0.005087,-0.029919,0.02101,-0.026347,0.033741,0.020206
13,0.015805,-0.0051455,-0.029118,0.020722,-0.025275,0.032898,0.020388
13.1,0.01672,-0.0054967,-0.028346,0.020215,-0.0244,0.032154,0.020993
13.2,0.017961,-0.0066653,-0.026899,0.019301,-0.024405,0.032742,0.02143
13.3,0.01916,-0.0069306,-0.026191,0.019401,-0.024356,0.032552,0.022251
13.4,0.021326,-0.0069039,-0.025665,0.01892,-0.023636,0.031999,0.023575
13.5,0.02296,-0.0063922,-2.53E-02,0.018385,-0.022611,0.030877,0.024397
13.6,0.0283,-0.0036137,-0.025155,0.020756,-0.019838,0.026316,0.029377
13.7,0.030133,-0.0029574,-0.024887,0.019777,-0.018154,0.024932,0.029609
13.8,0.030987,-0.0028565,-0.024452,0.019213,-0.017417,0.024192,0.029483
13.9,0.032174,-0.0023643,-2.44E-02,0.018645,-0.016519,0.023103,0.029038
14,0.03317,-0.0020052,-2.48E-02,0.017989,-0.015562,0.021856,0.028624
14.1,0.035175,-0.0021933,-0.024508,0.016727,-0.014948,0.020506,0.027702
14.2,0.036455,-0.0012263,-0.024528,0.016245,-0.014124,0.019506,0.027024
14.3,0.03569,0.00076722,-2.64E-02,0.015427,-0.013993,0.020733,0.027203
14.4,0.034466,0.0016961,-2.75E-02,0.015618,-0.014228,0.021685,0.027151
14.5,0.029137,0.0033245,-2.81E-02,0.020617,-0.011965,0.025228,0.022464
14.6,0.026536,0.0046324,-2.89E-02,0.023071,-0.010417,0.02639,0.020619
14.7,0.024366,0.0072661,-0.030105,0.026717,-0.0072098,0.020656,0.025231
14.8,0.018116,0.0020023,-0.032843,0.024327,-0.01166,0.0077452,0.022187
14.9,0.014491,-0.0033002,-0.030799,0.022662,-0.015765,-0.00041563,0.019915
