Time(s),Cell 0,Cell 1,Cell 2,Cell 3,Cell 4,Cell 5,Cell 6
0.1,-0.02515,-0.03829,0.010376,0.0012245,-0.016101,0.00098229,-0.026521
0.2,-0.025249,-0.038807,0.0097508,0.00094431,-0.01506,0.0013613,-0.026639
0.3,-0.025199,-0.039195,0.0087225,0.00036988,-0.014195,0.0015885,-0.02577
0.4,-0.025504,-0.03715,0.005325,-0.0019168,-0.014214,0.0004602,-0.024925
0.5,-0.024331,-0.036418,0.0054541,-0.0015613,-0.014887,0.00092174,-0.023673
0.6,-0.022837,-0.03883,0.0079082,0.00013737,-0.017541,0.0010328,-0.017918
0.7,-0.021995,-0.035892,0.012132,0.0013843,-0.020111,0.0022662,-0.014957
0.8,-0.022357,-0.036145,0.013883,0.0026519,-0.019894,0.0023321,-0.011339
0.9,-0.022166,-0.036041,0.01464,0.0033633,-0.019816,0.002033,-0.0093716
1,-0.020135,-0.035432,0.013066,0.0029274,-0.020667,0.00057918,-0.00873
1.1,-0.019998,-0.03424,0.012556,0.0036717,-0.019378,0.00079917,-0.012967
1.2,-0.015586,-0.032432,0.0099496,0.0052913,-0.020962,-0.0039679,-0.015443
1.3,-0.01492,-0.032118,0.0097669,0.0060352,-0.020752,-0.0045824,-0.014853
1.4,-0.014469,-0.031835,0.0097005,0.006655,-0.020399,-0.0048862,-0.014639
1.5,-0.016214,-0.032757,0.0087959,0.0046011,-0.016385,0.0044431,-0.011699
1.6,-0.015095,-0.028527,0.0052959,0.0064622,-0.020769,0.0036475,-0.013791
1.7,-0.014733,-0.028322,0.0051803,0.0066134,-0.020827,0.0038374,-0.013575
1.8,-0.015228,-0.033601,0.0089489,0.0062804,-0.013686,0.0053548,-0.011462
1.9,-0.013311,-0.033228,0.0099379,0.0092001,-0.0168,-0.0027159,-0.013364
2,-0.012647,-0.03215,0.0095338,0.009637,-0.016669,-0.0035255,-0.014096
2.1,-0.0115,-0.03087,0.0084695,0.0095617,-0.017291,-0.0029333,-0.015316
2.2,-0.0081632,-0.027511,0.0051131,0.0066497,-0.019419,0.0045738,-0.020285
2.3,-0.010702,-0.027595,0.003185,0.0066882,-0.017191,0.0054127,-0.018392
2.4,-0.011167,-0.027107,0.0024234,0.0057602,-0.016354,0.0045494,-0.017676
2.5,-0.013011,-0.027508,-0.0024602,0.0072242,-0.010162,0.0013213,-0.020355
2.6,-0.012523,-0.026669,-0.00306,0.0078583,-0.0097201,0.0014969,-0.020346
2.7,-0.013667,-0.025048,0.00026033,0.0069075,-0.01185,0.0053937,-0.01931
2.8,-0.013386,-0.024421,0.00035661,0.0069523,-0.01195,0.0057652,-0.019099
2.9,-0.013805,-0.023798,-0.00031544,0.006735,-0.011114,0.005553,-0.018168
3,-0.011213,-0.029882,-0.0018222,0.0075586,-0.0059301,-0.00053783,-0.0144
3.1,-0.0093297,-0.024246,-0.0085311,0.012012,-0.0075963,0.0030701,-0.016631
3.2,-0.0054688,-0.021938,-0.010844,0.015439,-0.006931,0.0033993,-0.016685
3.3,-0.0021857,-0.020834,-0.010967,0.015777,-0.0073731,0.0033322,-0.016003
3.4,-0.00014484,-0.019559,-0.011171,0.014986,-0.0073125,0.0038354,-0.015948
3.5,-0.0064759,-0.029788,-0.00013685,0.0099169,-0.0050231,-0.0012801,-0.014849
3.6,-0.0056894,-0.031158,0.0034657,0.0096359,-0.0050359,-0.0018102,-0.013613
3.7,-0.0059771,-0.030246,0.011158,0.0094234,-0.008312,-0.0053914,-0.012713
3.8,-0.006457,-0.030182,0.012407,0.0090739,-0.0087708,-0.0050749,-0.012419
3.9,-0.010354,-0.030373,0.011769,0.0081708,-0.0083153,-0.00032844,-0.0096753
4,-0.010446,-0.030134,0.01082,0.0068297,-0.0093782,-0.00067701,-0.0084823
4.1,-0.0098484,-0.028929,0.0098221,0.0074554,-0.010898,-0.001642,-0.0091945
4.2,-0.0093294,-0.028094,0.0089407,0.0078134,-0.011907,-0.002149,-0.0096316
4.3,-0.0087997,-0.028843,0.0083532,0.0069226,-0.011487,-0.0014493,-0.0077269
4.4,-0.0078223,-0.030484,0.0084056,0.0064916,-0.0098274,0.00079968,-0.0058886
4.5,-0.0061841,-0.031615,0.011156,0.0077151,-0.0061644,0.0017025,-0.0050309
4.6,-0.0078783,-0.032805,0.0093564,0.0042601,-0.0087614,-0.00044803,-0.0041345
4.7,-0.0076577,-0.033258,0.0095266,0.0040563,-0.0087715,-0.0011324,-0.0043372
4.8,-0.0069378,-0.033563,0.0089582,0.0038656,-0.0088059,-0.001311,-0.0045745
4.9,-0.006586,-0.034471,0.0061945,0.0055352,-0.003552,0.00047876,-0.0095035
5,-0.0060153,-0.033806,0.0052159,0.0063744,-0.0024949,0.0018574,-0.0093346
5.1,-0.0035953,-0.032692,0.0060733,0.0079377,-0.00026879,0.0021021,-0.0073823
5.2,0.0011648,-0.032732,0.0058283,0.0050157,0.0016082,0.0028099,-0.0052904
5.3,0.0087654,-0.032422,0.0095845,-0.0037111,-0.0032653,0.00036675,-0.0088104
5.4,0.0038009,-0.032459,0.010369,0.00098384,-0.0054995,-0.0011297,-0.01332
5.5,-6.15E-05,-0.030242,0.013164,0.0054894,-0.01032,-0.00122,-0.013418
5.6,0.00063205,-0.028885,0.013173,0.0060197,-0.010684,-0.00096835,-0.014204
5.7,0.0036882,-0.02478,-0.0029715,0.0051102,-0.013268,0.0053466,-0.015617
5.8,0.0024785,-0.023326,-0.0057704,0.0077333,-0.013643,0.0037172,-0.015752
5.9,0.0013214,-0.02181,-0.0078787,0.0096228,-0.014956,0.0010146,-0.016466
6,0.00052461,-0.020882,-0.008985,0.011062,-0.015594,-0.00038133,-0.016752
6.1,0.00097345,-0.020844,-0.0089679,0.010829,-0.015116,6.93E-05,-0.016813
6.2,-0.0029218,-0.028098,-0.00044798,0.010051,-0.01005,-0.0072613,-0.012404
6.3,-0.0030481,-0.029392,0.00099817,0.0085128,-0.0090099,-0.0065086,-0.01181
6.4,-0.0029831,-0.029814,0.0025478,0.0076322,-0.0097002,-0.0059852,-0.013033
6.5,-4.05E-05,-0.029442,0.00509,0.0068241,-0.01115,-0.0074437,-0.018197
6.6,-0.0002972,-0.028965,0.0043387,0.007539,-0.012161,-0.0081462,-0.018756
6.7,-0.00014918,-0.024711,-0.002955,0.0091129,-0.014899,0.0029598,-0.019489
6.8,0.0006769,-0.024204,-0.0036526,0.0090064,-0.015113,0.0027616,-0.018638
6.9,-0.0067616,-0.02642,0.0056411,0.0093303,-0.014883,-0.0041683,-0.010931
7,-0.0075075,-0.024175,0.001112,0.0092689,-0.016357,0.0084668,-0.011644
7.1,-0.0091111,-0.024791,0.0022439,0.0084707,-0.01554,0.010746,-0.0098018
7.2,-0.01074,-0.024457,0.0020793,0.0081298,-0.017701,0.009009,-0.0068611
7.3,-0.0098517,-0.024376,0.0019879,0.0077616,-0.018813,0.0075319,-0.0066427
7.4,-0.0096322,-0.024473,0.0026651,0.0067614,-0.019579,0.0066227,-0.0070989
7.5,-0.0099655,-0.024818,0.0034448,0.0065903,-0.020312,0.0063302,-0.0084124
7.6,-0.0082058,-0.03224,0.0072614,0.004906,-0.01561,8.51E-05,-0.0046938
7.7,-0.014451,-0.032293,0.010411,0.0054526,-0.016673,-0.010413,-0.0027339
7.8,-0.017661,-0.032903,0.011776,0.0054723,-0.016525,-0.013279,-0.00075028
7.9,-0.020136,-0.037781,0.0087436,0.0045811,-0.01673,-0.015191,-0.0014873
8,-0.020637,-0.039376,0.0097384,0.0046733,-0.015876,-0.014085,-0.00074016
8.1,-0.020436,-0.041036,0.010307,0.0047085,-0.015158,-0.012474,-0.00042966
8.2,-0.019443,-0.041938,0.0097631,0.0049399,-0.015179,-0.011367,-0.00069403
8.3,-0.017472,-0.042808,0.0079321,0.0063469,-0.016378,-0.0078798,0.0017513
8.4,-0.012113,-0.043903,0.0042675,0.0064928,-0.017856,-0.0059758,-0.001567
8.5,-0.010821,-0.04273,0.003049,0.0067415,-0.018522,-0.0061335,-0.002855
8.6,-0.0099772,-0.041543,0.0027052,0.0074583,-0.019063,-0.0063512,-0.0028827
