Time(s),Cell 0,Cell 1,Cell 2,Cell 3,Cell 4,Cell 5,Cell 6
0.1,-0.021141,-0.0076696,1.42E-02,-0.0058553,0.015136,-0.00032455,0.021902
0.2,-0.021182,-0.0073844,1.42E-02,-0.0058953,0.015162,-0.0001288,0.021769
0.3,-0.021018,-0.0054422,1.43E-02,-0.0054072,0.017129,0.00052889,0.020386
0.4,-0.021384,-0.0022779,1.36E-02,-0.0063506,0.016025,0.0029674,0.02074
0.5,-0.020939,-0.00096671,1.36E-02,-0.0075529,0.016013,0.0029974,0.019878
0.6,-0.021083,-0.0017537,0.014381,-0.0087799,0.01467,0.0024671,0.016418
0.7,-0.021021,-0.0012382,0.01429,-0.0093045,0.014702,0.0024752,0.015572
0.8,-0.020947,0.0036296,0.011963,-0.011502,0.017244,0.0032318,0.011751
0.9,-0.020872,0.0058294,0.011203,-0.011855,0.018337,0.0034742,0.0109
1,-0.020995,0.0087494,0.0098089,-0.01176,0.019163,0.0042675,0.01128
1.1,-0.021274,0.010977,0.011527,-0.011704,0.020345,0.0051129,0.0094322
1.2,-0.02185,0.014491,0.014727,-0.013226,0.020839,0.0043438,0.0079074
1.3,-0.022205,0.01833,0.017892,-0.015619,0.020249,0.002427,0.008043
1.4,-0.021094,0.01825,0.020921,-0.017604,0.020681,-0.00011128,0.0074004
1.5,-0.019792,0.017736,0.021352,-0.018269,0.022799,-0.0019502,0.0083615
1.6,-0.018946,0.019549,0.019686,-0.01626,0.02587,-0.0019112,0.0088363
1.7,-0.018199,0.019596,0.017973,-0.015902,0.027312,-0.0011402,0.010669
1.8,-0.017497,0.017265,0.018234,-0.014614,0.028196,-0.00068658,0.010596
1.9,-0.016599,0.015479,0.018181,-0.012502,0.028165,0.00033236,0.012058
2,-0.015983,0.014035,0.016438,-0.012104,0.028271,0.00069818,0.013817
2.1,-0.015426,0.013786,0.012825,-0.013092,0.028588,-0.00031162,0.014841
2.2,-0.015437,0.013052,0.011172,-0.012406,0.028917,0.0015851,0.013636
2.3,-0.015757,0.012542,0.012775,-0.010539,0.027704,0.0035305,0.012125
2.4,-0.016962,0.011605,0.013627,-0.011617,0.025894,0.0024151,0.0085956
2.5,-0.018508,0.0095232,0.015218,-0.012559,0.024194,0.0018888,0.0065482
2.6,-0.021597,0.0069165,0.017294,-0.013262,0.023627,0.002666,0.0055848
2.7,-0.025822,0.0040793,1.89E-02,-0.014675,0.02434,0.0032407,0.0064248
2.8,-0.030336,0.0020301,2.10E-02,-0.016685,0.02609,0.0039548,0.0070841
2.9,-0.031666,-4.34E-05,2.14E-02,-0.018422,0.028612,0.0034475,0.0081558
3,-0.03277,0.0025205,2.02E-02,-0.020596,0.030261,0.0035139,0.0067493
3.1,-0.033332,0.0027693,1.92E-02,-0.021142,0.029911,0.0037288,0.0071411
3.2,-0.03436,0.00096722,1.69E-02,-0.02111,0.027641,0.0036417,0.0099669
3.3,-0.033296,-0.0018827,1.48E-02,-0.017797,0.028025,0.0023631,0.011134
3.4,-0.033456,-0.0025659,1.07E-02,-0.016904,0.02781,0.0014582,0.0095019
3.5,-0.035637,-0.0040653,7.91E-03,-0.017768,0.024731,0.00080554,0.0086532
3.6,-0.037836,-0.0078902,5.82E-03,-0.019898,0.021875,0.00048497,0.0090254
3.7,-0.038337,-0.013137,5.15E-03,-0.020985,0.021451,0.0015551,0.0099831
3.8,-0.038367,-0.014973,5.92E-03,-0.020739,0.02209,0.0059632,0.01008
3.9,-0.038045,-0.015252,6.64E-03,-0.019493,0.02278,0.0082453,0.0078265
4,-0.038463,-0.013884,5.93E-03,-0.019642,0.021627,0.0078678,0.005358
4.1,-0.038447,-0.014237,5.52E-03,-0.018027,0.02028,0.006606,0.0052026
4.2,-0.038362,-0.013191,4.70E-03,-0.017269,0.019265,0.0051382,0.0055439
4.3,-0.037125,-0.013791,4.21E-03,-0.014895,0.019383,0.0022667,0.0069705
4.4,-0.035,-0.01301,1.50E-03,-0.015368,0.01931,0.0033843,0.005994
4.5,-0.03273,-0.011976,-1.12E-03,-0.016204,0.019679,0.0046748,0.0055718
4.6,-0.030895,-0.012272,-1.91E-03,-0.016007,0.020002,0.0057351,0.0068421
4.7,-0.029113,-0.011029,-2.00E-03,-0.016851,0.02047,0.0081762,0.0076357
4.8,-0.027787,-0.0097251,-2.27E-03,-0.017548,0.020038,0.0096263,0.0085247
4.9,-0.026202,-0.010536,-1.69E-03,-0.015921,0.020061,0.0086774,0.0087228
5,-0.024433,-0.011784,-1.17E-03,-0.014742,0.019925,0.0076246,0.0084668
5.1,-0.022509,-0.012121,-1.58E-03,-0.015604,0.018449,0.0070135,0.0095911
5.2,-0.021414,-0.013781,-1.75E-03,-0.01398,0.017972,0.0061666,0.00982
5.3,-0.021007,-0.013587,-3.37E-03,-0.012486,0.018254,0.0070165,0.0085606
5.4,-0.020497,-0.013507,-3.65E-03,-0.011661,0.018287,0.006621,0.0080343
5.5,-0.01994,-0.013162,-4.02E-03,-0.011326,0.01825,0.0065146,0.0078911
5.6,-0.019098,-0.011774,-4.69E-03,-0.011491,0.018395,0.0064291,0.0077986
5.7,-0.018205,-0.011522,-4.61E-03,-0.011538,0.017738,0.006168,0.0080713
5.8,-0.017768,-0.010689,-2.99E-03,-0.013947,0.015614,0.0059066,0.00794
5.9,-0.019756,-0.011986,-9.11E-04,-0.016299,0.014211,0.0045775,0.0071919
6,-0.02456,-0.016266,3.83E-03,-0.019812,0.011787,0.0013317,0.0065772
6.1,-0.028486,-0.01817,6.10E-03,-0.02387,0.0092502,-0.00086869,0.0062186
6.2,-0.02934,-0.017834,6.12E-03,-0.026208,0.0086647,-0.0017122,0.0066289
6.3,-0.028866,-0.016895,5.62E-03,-0.027085,0.0092262,-0.00189,0.0062984
6.4,-0.026954,-0.017065,6.08E-03,-0.026041,0.011573,-0.0032208,0.0066666
6.5,-0.024961,-0.018358,6.44E-03,-0.022118,0.011133,-0.0039001,0.0086734
6.6,-0.024184,-0.01844,6.28E-03,-0.02125,0.010793,-0.0040842,0.0090163
6.7,-0.023322,-0.018231,5.78E-03,-0.020583,0.010306,-0.0042312,0.0091573
6.8,-0.023139,-0.016437,5.31E-03,-0.020669,0.0094229,-0.002088,0.0057531
6.9,-0.022693,-0.014706,4.25E-03,-0.019624,0.01109,-0.00065838,0.00411
7,-0.02202,-0.012775,2.77E-03,-0.019572,0.012588,0.00039556,0.0032186
7.1,-0.021095,-0.011653,2.15E-03,-0.019412,0.013496,0.0011878,0.0041961
7.2,-0.02062,-0.012113,3.39E-03,-0.016783,0.01376,-0.00052782,0.0046345
7.3,-0.01998,-0.011993,4.51E-03,-0.016107,0.013682,-0.0027382,0.0053813
7.4,-0.019887,-0.012152,6.60E-03,-0.015046,0.013249,-0.0050205,0.0066017
7.5,-0.020847,-0.011677,1.09E-02,-0.013178,0.012244,-0.0081487,0.0086292
7.6,-0.021117,-0.011932,1.26E-02,-0.013797,0.011816,-0.0092136,0.0096159
7.7,-0.020876,-0.011249,1.26E-02,-0.015436,0.011263,-0.010371,0.0097042
7.8,-0.020202,-0.01046,1.12E-02,-0.013716,0.012787,-0.010489,0.0098272
7.9,-0.01941,-0.0070983,9.30E-03,-0.016383,0.013192,-0.0097434,0.0076435
8,-0.019433,-0.005591,8.08E-03,-0.015515,0.014339,-0.0078913,0.0064719
8.1,-0.019483,-0.0045021,6.36E-03,-0.015835,0.014593,-0.0072351,0.0059094
8.2,-0.019417,-0.0045556,5.26E-03,-0.016671,0.013726,-0.0073282,0.0071356
8.3,-0.019569,-0.0043687,4.87E-03,-0.018274,0.012312,-0.0071569,0.0085974
8.4,-0.019826,-0.0042449,4.06E-03,-0.019307,0.011901,-0.0079787,0.0096086
8.5,-0.021426,-0.0020271,3.44E-03,-0.022117,0.012466,-0.0074927,0.0079828
8.6,-0.022682,-0.0024256,4.27E-03,-0.02412,0.011243,-0.0083142,0.0067209
8.7,-0.023334,-0.0034035,5.80E-03,-0.0257,0.0099478,-0.0073097,0.0063617
8.8,-0.023789,-0.0042897,7.17E-03,-0.025814,0.0085247,-0.0066464,0.0071807
8.9,-0.023613,-0.0048435,8.01E-03,-0.025072,0.0082374,-0.007186,0.0082139
9,-0.023696,-0.0048182,8.12E-03,-0.022551,0.0077712,-0.0071581,0.01041
9.1,-0.023141,-0.0070211,7.55E-03,-0.019758,0.007192,-0.0087231,0.011983
9.2,-0.023033,-0.0071326,6.55E-03,-0.018991,0.0059458,-0.0083265,0.012533
9.3,-0.022996,-0.0055488,5.42E-03,-0.019685,0.0050426,-0.0073079,0.012122
