"Time(s)"
12.1
23.9
43.4
54.2
68
88.3
98.7
111
123.3
138.2
151.3
162.5
172.7
182.8
196.4
218.4
228.5
243.7
254.9
266.4
277.7
292.7
303
313.4
323.7
344.4
355.9
368.7
386
398
409.1
420.8
431.8
443.8
465.8
477
493.1
505.2
515.2
528.3
543.6
556.7
573.2
595.9
616.7
638.9
650.4
662.5
674.7
686
714.3
735
752.7
795.2
818
828.7
852.4
863.6
890
903.8
921.8
974.3
1051.6
1064.5
1089.2
1101.2
1112.5
1130.5
1143.9
1160.3
1181.7
