"Time(s)"
18.1
31.6
42.4
53.4
63.7
99.7
111.9
136.4
147.7
158.8
184
195.5
215.6
227
349.3
361.3
373.6
386.3
429.9
445.1
822.4
835.6
848.1
862.9
873.9
895.5
907.3
919.3
943.1
953.9
966.1
1004.5
1016.6
1056.1
1070.5
1161.4
1176.2
1189.3
