Time(s),Cell 0,Cell 1,Cell 2,Cell 3,Cell 4,Cell 5,Cell 6
0.1,0.042257,0.031754,-0.047672,0.059837,-0.12514,0.10698,0.016166
0.2,0.040921,0.031422,-0.044039,0.062073,-0.12163,0.1089,0.017106
0.3,0.041321,0.031352,-0.041477,0.066284,-0.12045,0.10354,0.018105
0.4,0.040724,0.030862,-0.041559,0.066075,-0.11895,0.10496,0.017603
0.5,0.040848,0.030397,-0.040892,0.067249,-0.11653,0.10419,0.016935
0.6,0.040665,0.029025,-0.041362,0.069067,-0.11305,0.10373,0.015129
0.7,0.040645,0.028071,-0.041178,0.069996,-0.11013,0.10361,0.015535
0.8,0.04109,0.026464,-0.041513,0.069969,-0.10747,0.10411,0.016235
0.9,0.040382,0.028631,-0.040503,0.068288,-0.10397,0.10346,0.022488
1,0.041375,0.030096,-0.039535,0.066159,-0.1009,0.10326,0.026119
1.1,0.041212,0.031006,-0.039691,0.064007,-0.098843,0.10282,0.026338
1.2,0.03864,0.030506,-0.042763,0.063632,-0.097206,0.10266,0.022005
1.3,0.037506,0.031365,-0.044187,0.061659,-0.095371,0.10204,0.020662
1.4,0.036861,0.033673,-0.043735,0.058033,-0.096183,0.10145,0.021156
1.5,0.035771,0.037042,-0.04244,0.053597,-0.098184,0.10183,0.021749
1.6,0.035941,0.038871,-0.040684,0.050188,-0.10008,0.10101,0.023158
1.7,0.035783,0.040376,-0.039873,0.047035,-0.10151,0.098589,0.024892
1.8,0.034931,0.041322,-0.039013,0.045678,-0.10306,0.096972,0.026685
1.9,0.037542,0.040088,-0.03439,0.041859,-0.10905,0.090931,0.027267
2,0.039668,0.038039,-0.032064,0.036,-0.11016,0.091469,0.027833
2.1,0.038997,0.035661,-0.033878,0.035718,-0.10779,0.088952,0.029184
2.2,0.038464,0.034666,-0.03582,0.034694,-0.10441,0.088589,0.029649
2.3,0.03882,0.034247,-0.035981,0.035523,-0.10249,0.086991,0.0282
2.4,0.040674,0.033455,-0.037023,0.040894,-0.098594,0.080806,0.021076
2.5,0.042252,0.037728,-0.039118,0.04153,-0.095094,0.081773,0.011492
2.6,0.04379,0.03838,-0.040978,0.044474,-0.090822,0.083836,0.0042977
2.7,0.046233,0.040314,-0.041192,0.043117,-0.090258,0.085765,-0.0012699
2.8,0.04777,0.041745,-0.042064,0.038931,-0.091303,0.087932,-0.0035516
2.9,0.049432,0.043508,-0.041156,0.035068,-0.091857,0.087875,-0.0031146
3,0.049802,0.044675,-0.041241,0.034198,-0.091624,0.086827,-0.0032375
3.1,0.049414,0.045898,-0.041199,0.034746,-0.090668,0.085308,-0.0028878
3.2,0.046251,0.055361,-0.043971,0.032307,-0.082869,0.088476,-0.0030106
3.3,0.045909,0.061057,-0.045035,0.028919,-0.08107,0.088132,-0.0030939
3.4,0.045547,0.063067,-0.045249,0.02414,-0.07936,0.092413,-0.0044509
3.5,0.04551,0.06138,-0.046002,0.018825,-0.08003,0.098285,-0.0044486
3.6,0.04667,0.057835,-0.043159,0.013849,-0.081647,0.10252,-0.0021764
3.7,0.047503,0.054785,-0.0408,0.012048,-0.082231,0.10351,-0.0012874
3.8,0.04832,0.050294,-0.037841,0.01122,-0.082119,0.10451,-0.00017132
3.9,0.050029,0.051165,-0.033394,0.009831,-0.083855,0.097148,0.0010309
4,0.048893,0.052863,-0.028673,0.01018,-0.081806,0.094363,-0.0014907
4.1,0.046144,0.052076,-0.021443,0.0099776,-0.079009,0.09233,-0.0059245
4.2,0.046134,0.046829,-0.021036,0.010402,-0.074954,0.095237,-0.0035857
4.3,0.044967,0.049082,-0.019169,0.010259,-0.072332,0.095135,-0.0038132
4.4,0.043312,0.047363,-0.017943,0.010537,-0.068199,0.093983,-0.0059656
4.5,0.042512,0.047906,-0.016835,0.011295,-0.067882,0.092841,-0.0061809
4.6,0.04222,0.045579,-0.015594,0.01461,-0.066524,0.090238,-0.0071069
4.7,0.04119,0.045138,-0.012837,0.01849,-0.064267,0.089298,-0.0028297
4.8,0.039474,0.044269,-0.0050331,0.026129,-0.062319,0.091238,-0.0016977
4.9,0.040362,0.042622,-0.0046762,0.030446,-0.064541,0.089409,-0.003326
5,0.044313,0.042719,-0.0030491,0.033861,-0.069284,0.082756,0.00022243
5.1,0.045796,0.043125,-0.0040273,0.03453,-0.075027,0.077471,0.002526
5.2,0.046375,0.043116,-0.0044208,0.034527,-0.076312,0.074958,0.001053
5.3,0.047184,0.040577,-0.0043728,0.034023,-0.076763,0.073611,-0.00015858
5.4,0.048575,0.036076,-0.0074825,0.033379,-0.078182,0.070539,-0.0045658
5.5,0.048468,0.030288,-0.010779,0.033333,-0.075194,0.070055,-0.0087577
