"Time(s)"
16.6
27.3
71.1
81.5
92.1
114.9
135.3
145.6
156.9
168.6
203.2
217
228.6
240.6
251.4
267.6
278.4
290.5
301.2
344.3
355.8
366.3
378
389.9
400.4
412.2
427.5
438.3
449.5
460.2
471.5
485.5
497.3
507.6
531.9
543.7
554.1
565.7
658.6
679.6
692.1
721.1
731.8
743.4
756.1
768.8
779.1
791.5
802.1
813.6
831.9
888.4
902.8
913.3
928.6
946
960.5
973.3
1094.1
1130.6
