"Time(s)"
50.7
61.7
72.6
84.5
95.3
107.9
122.6
136.6
149
161.5
176.4
187.7
209.7
221.1
248
258.7
269.1
286.5
297.2
307.6
318.3
329.8
344.1
356.9
373.1
387.2
401.3
412.6
422.8
451.8
465.6
476.3
532.1
546
558.5
573.7
585.1
597.7
608.7
635
646.1
657.4
668.1
680.5
692.8
705.6
718.8
729
742.7
754.5
767.5
779.7
790.7
802.8
813.6
828.2
839.6
855.4
867.2
879.2
889.8
901.1
912.7
923.5
938.9
950
973
1041.6
1055.9
1069
1094.5
1108.5
