"Time(s)"
52.1
74.2
108.4
130
158.5
171.5
183.9
199
212.1
235
246
258.7
270.1
283.3
306.8
358.2
392.3
424.7
463.1
493.1
522.1
534.8
633.6
702.4
760.4
833.3
923.2
940.5
967.5
996.3
1061.7
1102.7
1115.9
1130.4
