Time(s),Cell 0,Cell 1,Cell 2,Cell 3,Cell 4,Cell 5,Cell 6
0.1,0.054839,-0.016546,0.0058891,0.011194,-0.0071722,-0.027557,0.044354
0.2,0.046443,-0.011178,0.0027004,0.0050467,-0.006732,-0.030191,0.042273
0.3,0.027575,0.0053388,0.0038448,-0.0091989,-0.0099399,-0.038177,0.037537
0.4,0.011956,0.0088578,0.0016478,-0.010296,-0.010204,-0.036129,0.032421
0.5,0.0012264,0.010393,-0.0022141,-0.009841,-0.0094833,-0.032129,0.026727
0.6,-0.0097876,0.012405,-0.0064522,-0.0065772,-0.0092331,-0.025338,0.026536
0.7,-0.022359,0.012284,-0.0066626,-0.0059861,-0.014356,-0.015078,0.019965
0.8,-0.050662,-0.016537,-0.016655,0.0045996,-0.0261,-0.012778,0.010322
0.9,-0.053125,-0.016073,-0.015149,0.0042356,-0.024037,-0.011402,0.0072179
1,-0.055331,-0.015119,-0.012919,0.0037084,-0.022778,-0.0096766,0.0043765
1.1,-0.058391,-0.014693,-0.011944,0.0067438,-0.012269,-0.0090017,-0.0073382
1.2,-0.064775,-0.013077,-0.0072486,0.0024782,-0.0068835,-0.0023182,-0.017614
1.3,-0.064862,-0.013329,-0.0070471,0.0025335,-0.0069231,-0.0024465,-0.017466
1.4,-0.046621,0.0070859,-0.0069572,-0.0055887,-0.005732,0.0013726,-0.0092423
1.5,-0.041174,0.0035899,-0.013353,-0.0092266,-0.01367,-0.0023085,-0.0094536
1.6,-0.038054,-0.00014891,-0.00955,-0.00091032,-0.020363,0.013913,0.0061817
1.7,-0.027983,0.0061058,-0.0055487,-0.0028611,-0.016971,0.019745,0.02471
1.8,-0.0095417,-0.0062705,0.009844,0.016305,-0.0030989,0.038654,0.028482
1.9,-0.010438,-0.0079824,0.0093781,0.015999,-0.0041588,0.041427,0.031125
2,-0.022234,-0.00086674,0.0015068,0.0044876,-0.0092061,0.034086,0.043227
2.1,-0.025283,-0.011037,0.0089845,0.0092198,-0.0045953,0.032631,0.044003
2.2,-0.024978,-0.011124,0.0091988,0.0094961,-0.0046611,0.033281,0.044433
2.3,-0.01841,-0.011115,0.017471,0.001293,-0.0036964,0.033647,0.045822
2.4,-0.01646,-0.010037,0.017755,0.0042888,0.0044927,0.030138,0.046495
2.5,-0.017852,-0.010065,0.016456,0.0051742,0.0051278,0.028452,0.045168
2.6,-0.034344,-0.016663,0.00037644,0.015041,-0.0030726,0.023792,0.038911
2.7,-0.034416,-0.016575,0.00015979,0.015103,-0.0032661,0.02412,0.039019
2.8,-0.034292,-0.016229,0.00032678,0.015317,-0.002923,0.024536,0.038757
2.9,-0.034125,-0.015171,0.00041693,0.015473,-0.00097397,0.024149,0.038013
3,-0.034562,-0.016672,0.0025048,0.014851,0.0017798,0.020562,0.035898
3.1,-0.035971,-0.0039259,0.0082089,0.023235,-0.0054439,0.030521,0.018693
3.2,-0.036324,-0.00063645,0.011038,0.022983,-0.0059492,0.028081,0.011671
3.3,-0.034647,0.012493,0.0016314,0.022698,-0.013711,0.034975,0.014144
3.4,-0.036098,0.016959,-0.0029508,0.018199,-0.018191,0.030961,0.014016
3.5,-0.035532,0.019724,-0.00585,0.021465,-0.017235,0.030014,0.015214
3.6,-0.032878,0.024144,-0.0026586,0.020435,-0.0061699,0.036902,0.018188
3.7,-0.031625,0.022735,-0.0055367,0.02002,0.00015406,0.032767,0.028036
3.8,-0.021373,0.02947,-0.0002937,0.020055,0.014212,0.040902,0.027127
3.9,-0.020627,0.031323,-0.00042619,0.023503,0.016854,0.041714,0.025675
4,-0.026737,0.029047,-0.0073725,0.030033,0.010247,0.031912,0.022275
4.1,-0.030138,0.027248,-0.010282,0.039687,0.011286,0.027062,0.010282
4.2,-0.033753,0.027295,-0.020813,0.043968,0.00061265,0.01743,0.007952
4.3,-0.033242,0.026562,-0.028888,0.04341,-0.0072857,0.022898,0.0081656
4.4,-0.031463,0.023317,-0.030897,0.039696,-0.010313,0.025113,0.0091172
4.5,-0.031494,0.022712,-0.030911,0.038338,-0.01107,0.025771,0.0084467
4.6,-0.033028,0.021267,-0.030993,0.037217,-0.011754,0.024551,0.0067757
4.7,-0.013918,0.024463,-0.037034,0.028299,-0.0054261,0.033977,0.0088368
4.8,-0.01237,0.028745,-0.039723,0.029938,-0.0060783,0.035479,0.0058182
4.9,-0.007508,0.032673,-0.042018,0.029693,-0.005694,0.038216,0.0050273
5,0.0030973,0.034983,-0.038076,0.035069,0.0020442,0.044388,0.0011492
5.1,0.014394,0.039475,-0.031579,0.034516,0.010049,0.046542,0.0032285
