"Time(s)"
57.4
69.6
81.4
104
118.2
130.9
172.1
202.3
214.3
251.5
307.6
354.4
368
387.5
443.9
455.9
470.3
549.7
584.9
705.2
738.6
753.9
820.9
859.8
950.7
1129.4
1143.1
1159.5
1224.3
1241.3
1352.4
1424.4
1502.1
1565.1
1634
1730.1
2051
2194.3
2271.2
2370.7
2384.3
2396.6
2396.8
2464.4
2585.8
2916
3070
3120.2
3158.6
3160
3168.4
3170.8
3174.9
3181
3190.4
3193.9
3215.6
3262.4
3320.9
3321
3389.5
3405.2
