"Time(s)"
4.2
17.5
36.2
51.3
69.1
85
91.8
92.3
93.6
95.6
96.3
106.8
117.3
129.7
137.1
147.3
159.7
168.8
169.4
170.1
175.2
183.9
197
205.1
205.6
206.2
207.6
222.6
252.1
258.6
260.5
261.8
263.1
271.6
272.9
273.8
278.7
280.3
282.5
283.8
284.3
289.6
300.2
305.5
308.2
308.8
310.3
317.3
318.2
319.1
320.6
321.1
326.9
327.6
334.7
349.4
355.7
356
358.5
359.1
361
366.4
372.8
378.6
379.7
382.6
383.1
389.5
391.2
392.9
394.5
401.1
401.8
403.3
403.7
417.5
429.9
443.6
460
469.2
470.2
506.3
513.1
513.6
514.3
515.9
516.9
524.1
533.5
543.9
560.9
569.2
569.6
591.8
600.8
603.1
610.5
611.2
612.4
613.5
630.7
653.9
671
683.6
699.1
717.7
724.7
733.2
746.1
758.9
778.7
801
829.8
848.2
872.2
880.6
906.9
920.5
927.2
937.2
967.8
1006
1022.2
1082.5
1089.4
1090.3
1337.7
1348.1
1375.4
1385.6
1392.6
1397.2
1414.3
1434.1
1451.2
1486
1514.3
1564
1595.4
1596.7
1874.9
1882.3
1883.7
1885.5
1894.9
1895.3
1895.9
1923.8
1951.1
2006.3
2030.4
2050.9
2084.7
2090
2120.6
2248.8
2269.1
2282.1
2288.9
2290.7
2330.9
2339
2355.7
2383.8
2399.8
2406.7
2419.2
2430.6
2596.3
2955.7
2965.5
2967.1
2973.4
2987.2
2993.6
2999.3
3001.8
3009.3
3043.3
3064
3090.6
3124.9
3136.2
3180.2
3187.1
3270.6
3277.5
3279.6
3280.2
3413.9
3421.6
3423.6
3424
3450.7
3457.6
3466.5
3509.9
