"Time(s)"
5.2
17.8
28.2
35.7
36.8
37.5
39
51.2
56.3
57.2
62.8
72.2
75.5
80.2
81.9
83.5
84
85.6
99.9
114.9
119.9
124.7
126
129.9
131.1
131.7
132.7
134.6
136.3
146.2
147.2
157.5
161.8
169.9
181.3
185.9
187.8
188.8
190.7
192.6
201
202.4
203.3
207.5
213.4
223.3
224
228.3
231.3
232.3
235.7
249
262.5
273
284.8
290.3
299.2
312.7
326.5
332.9
334.2
335.1
336.3
337.6
353.6
367.7
387.3
406.8
417.5
433.6
445.5
459.7
471.6
478.7
480.6
481.3
482.4
496.4
504.7
509
526.7
540.5
576.1
583.6
644.8
667.3
667.8
682.6
699.8
705.4
706.4
718.4
734.5
776.9
792.6
823.5
836.2
842.8
849.1
861.4
872.2
884.6
917.5
932.1
946
1014.3
1024
1052.3
1057.9
1077.8
1097.6
1116.7
1135.8
1162.3
1194.5
1195.8
1233.5
1398.6
1400.1
1413.7
1435.7
1459.6
1487.6
1507.5
1574.4
1635
1653.5
1676.2
1698.1
1721.7
1781
1821.9
1871.6
1880.6
1912
1927.1
1932.9
2092.1
2119.8
2156.9
2231.5
2248.3
2266.1
2295.4
2315.2
2355.5
2363.4
2370.2
2384.7
2408.8
2428.7
2478
2493.2
2763.1
2786.6
2814.7
2878.7
2907.4
2923.5
3010.6
3037
3043.5
3074.8
3352.9
3399.8
3410.2
3434.1
3487.9
3507.6
3507.7
3524.7
