"Time(s)"
10.5
26.9
37.5
49.8
60.7
71.5
83
94
105.9
116.4
126.7
137.5
149.1
159.8
230.3
259.7
288.3
299.5
315.4
334.3
347.9
359.4
389.7
399.8
411.9
422
436.6
516.3
526.4
539.4
561.2
576.2
588.1
619
630.7
652.6
665.5
676
688.4
748.5
760.5
811.8
985.1
1023.1
1033.2
