Time(s)
13.8
24.7
47.5
58.8
70
90
101.3
114.2
125.3
136.5
152.2
163.1
174.1
186.5
210.6
221.6
232.7
243.8
254.7
273.8
285.3
296.2
308.5
344.5
387.2
400.2
412.8
424.7
466.8
479.3
491.1
502.6
522.9
534.4
546
558.4
583.7
646.4
658.2
669.6
724.1
736.1
748.7
764.9
776.9
789.2
801.9
813.5
827.4
883
895
906.6
941.4
953.8
968.6
988
1019.5
1111.5
1124.1
1137.9
