Time(s),Cell 0,Cell 1,Cell 2,Cell 3,Cell 4,Cell 5,Cell 6
0,0.060255,0.010248,-0.031829,0.0065781,-0.002911,0.032047,0.0016206
0.1,0.059069,0.010711,-0.031157,0.0080884,-0.008382,0.034985,0.0047547
0.2,0.057967,0.012913,-0.031305,0.0091329,-0.0026994,0.034086,-0.0040281
0.3,0.056597,0.015094,-0.028452,0.012169,-0.006027,0.035743,-0.010778
0.4,0.055399,0.016081,-0.028561,0.012957,-0.0056537,0.036339,-0.013013
0.5,0.054398,0.014969,-0.031375,0.010763,-0.0039587,0.03542,-0.0089223
0.6,0.055837,0.015143,-0.035476,0.010326,0.0028654,0.029338,-0.0011933
0.7,0.057942,0.0081064,-0.03787,0.013119,0.0024388,0.022057,-0.0017348
0.8,0.058491,0.0074124,-0.03867,0.013297,0.0036236,0.02121,-0.00092928
0.9,0.058348,0.0070715,-0.036563,0.015444,0.0066665,0.024041,-0.0088834
1,0.05963,0.0043114,-0.034619,0.016358,0.0046484,0.021002,-0.01827
1.1,0.059509,0.0011043,-0.030915,0.016063,-0.00028911,0.02352,-0.028341
1.2,0.063273,-0.0091088,-0.033853,0.01459,0.0055599,0.015067,-0.027982
1.3,0.066454,-0.0094465,-0.030147,0.01038,0.00076866,0.022351,-0.024583
1.4,0.068086,-0.0097677,-0.027792,0.0081936,-0.00059918,0.026888,-0.024106
1.5,0.070148,-0.010635,-0.025787,0.00634,-0.0016289,0.030148,-0.023686
1.6,0.07125,-0.012438,-0.023987,0.0047829,-0.0014598,0.033024,-0.022953
1.7,0.074775,-0.014855,-0.021679,0.0026966,0.00026693,0.034972,-0.018193
1.8,0.078611,-0.020029,-0.020768,0.00073726,0.0039332,0.031269,-0.01129
1.9,0.083346,-0.025398,-0.020012,-0.00078833,0.0083075,0.025699,-0.0031599
2,0.087533,-0.026996,-0.019413,-0.0023544,0.0063765,0.01867,-0.0039141
2.1,0.088859,-0.027056,-0.019391,-0.0027005,0.0071578,0.016017,-0.0044484
2.2,0.087688,-0.027646,-0.020139,-0.0033797,0.0064268,0.016671,-0.0075093
2.3,0.08431,-0.025655,-0.020179,-0.0055292,-3.46E-05,0.023786,-0.0080709
2.4,0.081999,-0.024452,-0.021991,-0.0090411,0.0012597,0.027016,-0.0096439
2.5,0.079811,-0.024509,-0.022098,-0.0097537,-0.00063895,0.032243,-0.010005
2.6,0.080323,-0.026781,-0.022679,-0.0072012,-0.0045832,0.030936,-0.012798
2.7,0.079683,-0.027099,-0.023428,-0.0065306,-0.0051395,0.030825,-0.012133
2.8,0.077612,-0.028554,-0.024577,-0.0055201,-0.0051392,0.032947,-0.012327
2.9,0.074502,-0.030551,-0.026226,-0.0037357,-0.0032669,0.035402,-0.012502
3,0.070302,-0.030417,-0.028088,-0.0030043,0.0064477,0.037462,-0.0084717
3.1,0.070815,-0.030947,-0.029075,-0.0009169,0.010176,0.034599,-0.0043282
3.2,0.069938,-0.028645,-0.028885,0.0003478,0.0075089,0.036645,0.0013095
3.3,0.065558,-0.027905,-0.030445,0.0036992,0.0078365,0.038508,0.0028938
3.4,0.05783,-0.028177,-0.034474,0.0061274,0.0069045,0.039735,-0.0015338
3.5,0.053087,-0.025438,-0.034249,0.0085473,0.0063632,0.042324,0.0015314
3.6,0.048601,-0.022159,-0.034225,0.010908,0.0059417,0.047577,-0.0008295
3.7,0.048339,-0.019992,-0.033925,0.010934,0.0046021,0.049928,-0.0096432
3.8,0.049681,-0.020939,-0.034701,0.011897,-0.0067733,0.049728,-0.011884
3.9,0.048075,-0.019692,-0.03446,0.01228,-0.0077474,0.049401,-0.0095387
4,0.045563,-0.016933,-0.0325,0.012601,-0.0053813,0.048964,-0.0019648
4.1,0.039532,-0.013982,-0.032278,0.014895,0.0069963,0.047946,0.0066659
4.2,0.039792,-0.016518,-0.035458,0.012397,0.0070218,0.04374,0.012649
4.3,0.038022,-0.019342,-0.036621,0.010723,0.0072717,0.041033,0.015657
4.4,0.035691,-0.020596,-0.037261,0.0096323,0.0076214,0.040395,0.018014
4.5,0.033179,-0.025885,-0.033245,0.0075695,-0.00012799,0.043864,0.013946
4.6,0.031717,-0.024016,-0.033334,0.0088955,-0.00029579,0.046007,0.010947
4.7,0.027643,-0.023271,-0.034019,0.010858,0.0032942,0.044172,-0.00041158
4.8,0.030985,-0.022713,-0.033195,0.011384,0.0028053,0.042966,-0.0067211
4.9,0.034461,-0.022053,-0.032179,0.01069,0.0033108,0.041929,-0.010735
5,0.042588,-0.020711,-0.027341,0.0048198,0.004535,0.041018,-0.011701
5.1,0.043546,-0.020341,-0.026894,0.0045476,0.0068344,0.04009,-0.012259
5.2,0.038339,-0.020766,-0.030351,0.009289,0.0095589,0.03965,-0.012097
5.3,0.037488,-0.020996,-0.030637,0.0096505,0.0090757,0.039727,-0.01146
5.4,0.037055,-0.021194,-0.030608,0.0096741,0.0084209,0.040023,-0.010861
5.5,0.036173,-0.023222,-0.028585,0.008617,0.0042555,0.040398,-0.0080691
5.6,0.034059,-0.02309,-0.029002,0.0090666,0.004297,0.040194,-0.0060443
5.7,0.031023,-0.023739,-0.030086,0.0089373,0.0043922,0.040742,-0.0025123
5.8,0.028032,-0.024628,-0.031458,0.0077504,0.0050222,0.041352,0.00082836
5.9,0.029672,-0.024677,-0.036164,0.0043455,0.013966,0.034925,0.001322
6,0.025037,-0.023229,-0.040448,0.0029498,0.013776,0.036454,0.0053473
6.1,0.022641,-0.024759,-0.040953,0.0020259,0.013737,0.036741,0.0070725
6.2,0.0069876,-0.030891,-0.047399,0.0021615,0.012498,0.030192,0.004965
6.3,0.0048581,-0.031288,-0.047915,0.00072562,0.012211,0.031318,0.0034495
6.4,0.0031607,-0.029251,-0.048595,-0.0016385,0.012967,0.033164,-0.0031222
6.5,-0.00051446,-0.03176,-0.048898,-0.0034161,0.014731,0.035396,-0.0024868
6.6,-0.0012469,-0.034014,-0.048775,-0.0028126,0.014138,0.035082,0.0023061
6.7,-0.0011259,-0.030504,-0.046858,-0.0050896,0.012971,0.036507,0.0069326
6.8,-0.0027773,-0.029726,-0.046246,-0.0065846,0.010576,0.037944,0.0075582
6.9,-0.0041894,-0.029485,-0.046303,-0.0076957,0.0096573,0.037907,0.0074376
7,-0.0052666,-0.031497,-0.047054,-0.0070331,0.0063183,0.040835,0.0042721
7.1,-0.0060884,-0.031187,-0.046753,-0.0079711,0.0043987,0.041797,0.0049357
7.2,-0.011768,-0.027422,-0.043358,-0.013079,-0.0044484,0.040825,0.012012
7.3,-0.0072949,-0.031361,-0.04556,-0.0077141,0.0036113,0.039214,0.0058212
7.4,-0.0078206,-0.027606,-0.044817,-0.0034418,-0.0057319,0.040069,0.003208
7.5,-0.0029489,-0.023846,-0.045268,-0.0013759,-0.0024233,0.038094,-0.0018923
7.6,0.0035613,-0.021842,-0.041916,0.0013543,0.0016564,0.03563,-0.00045498
7.7,0.0045318,-0.021246,-0.041805,0.0023636,0.0019013,0.036086,6.30E-05
7.8,0.011841,-0.018102,-0.040218,-0.0033998,0.0049552,0.035371,-0.0057419
7.9,0.021078,-0.022571,-0.036069,-0.0017956,0.0075495,0.036894,-0.0052295
8,0.020597,-0.022425,-0.035812,-0.0023536,0.0080075,0.036508,-0.0045918
8.1,0.01271,-0.017513,-0.03824,-0.0042138,0.0074389,0.033444,-0.0059872
8.2,0.011765,-0.017091,-0.037088,-0.0035453,0.0069265,0.032997,-0.0057249
8.3,0.010656,-0.016975,-0.037059,-0.0033225,0.0055752,0.032285,-0.0053562
8.4,0.0097471,-0.016661,-0.038447,-0.0038103,0.0029076,0.032077,-0.0051952
